input,output,input pp,output pp,pp generation method,consistency score
What happens if you cross paths with a black cat?,"Crossing paths with a black cat is thought to be bad luck in some cultures. However, this is just a superstition and does not have any real consequences.",What happens if you encounter a black cat?,"The superstition of a black cat crossing your path is mostly considered a sign of bad luck. However, there is no scientific evidence to support this superstition and it varies depending on culture and individual beliefs. Generally, no significant harm will come if you encounter a black cat—you may just want to exercise caution and be aware of any potential bad luck that could come your way.",Use pronouns,1
What happens if you open an umbrella indoors?,"Opening an umbrella indoors is considered bad luck in many cultures. Additionally, it can be dangerous and can cause damage to property or people. Opening an umbrella indoors can also cause the umbrella to break or malfunction due to lack of open space.",Why should one not open an umbrella indoors?,"Opening an umbrella indoors is considered to be bad luck in many cultures. Additionally, an umbrella has a sharp point when opened that can cause damage to furniture, walls, and other items in the room. Finally, when opened indoors an umbrella can cause airborne debris to be scattered around the room, making cleaning up more difficult.",Verbs- positive to negative (or vice versa),1
What happens if you open an umbrella indoors?,"If you open an umbrella indoors, it is considered very bad luck. There is no physical harm that will occur, however some people may view it as disrespectful or bad luck.","If an umbrella is opened indoors, what happens?","Opening an umbrella indoors can result in damage to the umbrella, as well as to the items around it. It can be dangerous as well if it strikes anything, hits someone, or falls on someone. Therefore, it is not recommended to open an umbrella indoors.",Change the structure of a sentence,1
What happens if you open an umbrella indoors?,"Opening an umbrella indoors can be dangerous as it can cause property damage and even harm to people. It can make a mess of the room and can cause the umbrella to break due to the confined space. It can also create a risk of eye and face injuries, as a result of the umbrella poking someone in close quarters.",What happens if one opens an umbrella indoors?,"Opening an umbrella indoors is generally considered to be bad luck in some cultures. Superstition aside, opening an umbrella indoors can also be hazardous since they can be sharp and can cause injury to people and property.",Use pronouns,1
What happens if you find a penny and pick it up?,"When you pick up a penny, nothing magical happens! It is considered to be good luck, though, so it could bring you good fortune in the future!",Why can't you find a penny and pick it up?,It is not possible to find and pick up a penny because pennies are too small. They can easily be lost or hidden and are too small to be seen with the naked eye.,Verbs- positive to negative (or vice versa),1
What happens if you find a penny and pick it up?,"If you find and pick up a penny, it is considered good luck and it is yours to keep.",A penny can be picked up if it is found.,The owner of the penny is the federal government and it is the only party that is legally allowed to pick up the penny.,Change active to passive OR passive to active,1
What is the purpose of a rabbit's foot?,"A rabbit's foot is used as a charm for good luck. It has been a symbol of luck since ancient times, and various cultures around the world believe that a rabbit's foot can bring good luck and protection from negative energy.",A rabbit's foot could be used for what purpose?,A rabbit's foot is traditionally believed to bring good luck and is often used as a charm or talisman by many cultures. It can also be used as a keychain or charm.,Change active to passive OR passive to active,1
What is the purpose of a rabbit's foot?,The superstitious purpose of a rabbit's foot is to bring good luck. It has been used as a charm in many cultures throughout history.,What is the intent of a rabbit's foot?,The intent of a rabbit's foot is to bring good luck. It is a superstitious talisman believed to bring luck and ward off misfortune.,Use synonyms,1
What is the purpose of a rabbit's foot?,A rabbit's foot is a common folk charm believed to bring good luck. It is traditionally kept as a talisman to ward off bad luck and is often used as a keychain or a good luck charm.,What is the aim of a rabbit's foot?,A rabbit's foot is often carried as a lucky charm. It is believed to bring good luck and protection against bad luck.,Change word forms (parts of speech),1
What is the purpose of a rabbit's foot?,The purpose of a rabbit's foot is to bring good luck. It is often worn as a charm or keychain for luck.,The purpose of a rabbit's foot is what?,The purpose of a rabbit's foot is to be a good luck charm or amulet. It has no scientific basis and is purely superstitious in origin.,Change the structure of a sentence,1
What is the purpose of a rabbit's foot?,"A rabbit's foot is believed to bring good luck in some cultures, though there is no scientific evidence to back up this belief.","Although its purpose is unknown, a rabbit's foot is often seen as a good luck charm.","The belief of a rabbit's foot bringing good luck is a superstition that dates back to ancient Celts and Native Americans who believed that by having a piece of the rabbit (thought to be a fortunate animal) with them, it would bring them luck. However, some experts believe the belief stems from the notion that the rabbit's foot can act as a charm of protection, similar to the use of protective amulets in some cultures.",Change conjunctions,1
